,Date,User,Text
10,September 26,PF_Flyer,"stickguy said:
overly hot tires are bad. Not that anyone would know what it should be!
Speaking of tires, I was dropping off a package for shipment at the Fedex store today, and they were getting a set of tires ready for pickup that had just been shipped to someone here. I should have taken a picture at the store, but it was the first time I had seen ""tire totes""


Edmunds Moderator

Need some roadside assistance? pf_flyer@edmunds.com - or send a private message by clicking on my name.

Just purchased or leased a vehicle? Share your vehicle reviews

PF_Flyer's 2014 Versa Note Long Term Blog
How To Start Your Own Long Term Blog"
11,September 26,28firefighter,"I had tire totes for my Nokian tires in Pittsburgh - kept the basement nice and clean and made it easy to carry them through the house back out to the car.
2018 Alfa Romeo Stelvio Sport, 2002 Saab 9-3 Viggen, 2016 BMW X1 xDrive28i"
12,September 26,xwesx,"28firefighter said:
I had tire totes for my Nokian tires in Pittsburgh - kept the basement nice and clean and made it easy to carry them through the house back out to the car.
Agreed! I bought a set of totes from Tire Rack a few years ago. I don't use them on a regular basis because I keep my off-season tires on a rack in my shed, but I do use them when I transport tires inside my cars for the very same reason.
2014 Audi Q7 TDI, 2008 and 2013 Subaru Forester(s), 1969 Chevrolet C20 Pickup, 1969 Ford Econoline 100, 1976 Ford F250 Pickup"
13,September 26,snakeweasel,"OK I gotta say that this place is getting to be to much of an influence on me. As I was leaving work this afternoon I saw a Kia Stinger (nice looking car BTW) and the one thing that I really focused on were the @#$% vents. Curse you Driver. 
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
14,September 26,jmonroe1,"
OK I gotta say that this place is getting to be to much of an influence on me. As I was leaving work this afternoon I saw a Kia Stinger (nice looking car BTW) and the one thing that I really focused on were the @#$% vents. Curse you Driver. 
Are you sure they were real. I wouldn't put it past Kia to use pasties.

jmonroe"
15,September 26,imidazol97,"To be sure you will have to get down and look in the wheel well.
2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
16,September 26,PF_Flyer,"jmonroe1 said:
show previous quotes
Are you sure they were real. I wouldn't put it past Kia to use pasties.

jmonroe
What's next? The return of portholes??


Edmunds Moderator

Need some roadside assistance? pf_flyer@edmunds.com - or send a private message by clicking on my name.

Just purchased or leased a vehicle? Share your vehicle reviews

PF_Flyer's 2014 Versa Note Long Term Blog
How To Start Your Own Long Term Blog"
17,September 26,PF_Flyer,"28firefighter said:
I had tire totes for my Nokian tires in Pittsburgh - kept the basement nice and clean and made it easy to carry them through the house back out to the car.
Hmm... I may look into tire totes because I DO store my winter/summer sets in the basement for 3 cars. The handles alone would make them worthwhile! PLUS, I could label the totes for which car the tires go with
Edmunds Moderator

Need some roadside assistance? pf_flyer@edmunds.com - or send a private message by clicking on my name.

Just purchased or leased a vehicle? Share your vehicle reviews

PF_Flyer's 2014 Versa Note Long Term Blog
How To Start Your Own Long Term Blog"
18,September 26,imidazol97,"PF_Flyer said:
show previous quotes


What's next? The return of portholes??


Is that a Buick?
2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
19,September 26,snakeweasel,"
Yeah they were real, as I walked behind it I saw daylight through them.
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
20,September 26,imidazol97,"
show previous quotes








Ausgezeichnet.

Do you get to deduct those little cherubs on your taxes as dependents? LOL

Nope they are independent contractors.

At least you don't have to worry about their union giving you trouble. But the GGPA may cause trouble over their working conditions and hours (German Gnome Protective Association).
2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
21,September 26,PF_Flyer,"





Is that a Buick?
Chrysler PowerFlite I think. Someone doctored the original image, cut the ""wings"" short

Edmunds Moderator

Need some roadside assistance? pf_flyer@edmunds.com - or send a private message by clicking on my name.

Just purchased or leased a vehicle? Share your vehicle reviews

PF_Flyer's 2014 Versa Note Long Term Blog
How To Start Your Own Long Term Blog"
22,September 26,jmonroe1,"Hey guys you still have time to turn on TCM at 8 PM tonight to watch all 4 of the Matt Helm movies. That is, if you want to see me when I looked my best.

jmonroe"
23,12:14AM,qbrozen,"Speaking of fake portholes, I spotted this Pilot today and had to snap a pic.


'17 F150 Crew 2.7; '67 Coronet R/T; '14 Town&Country Limited; '09 LR2 HSE. 44-car history and counting!"
24,12:25AM,driver100,"
OK I gotta say that this place is getting to be to much of an influence on me. As I was leaving work this afternoon I saw a Kia Stinger (nice looking car BTW) and the one thing that I really focused on were the @#$% vents. Curse you Driver. 
Sorry snake. But, before your life was empty, a vast wasteland, now you have an appreciation for something you never even thought about before!

2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
25,12:27AM,explorerx4,"I saw a Camry tonight. It had some black plastic vertical trim on the back bumper area. They were a solid pieces.
2017 Ford Fusion SE 2017 Ford F-150 Limited"
26,12:28AM,driver100,"
Speaking of fake portholes, I spotted this Pilot today and had to snap a pic.


Nice addition. I wonder if they are real or fake.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
27,September 26,imidazol97,"If the Malibu shows shop visits, it's bad; if it's an Accord with a failed alternator or higher rates of problems, it's a glitch or a new model which will be improved and fixed.

LOL

Actually the method of data collection truedelta used suffered the same problem as consumer misreports suffered. Bias in the sample.

The Malibu's not having data after 2012 means there were not enough vehicles for each model year reporting to be meaningful. Probably because the cars had so few problems and the owners were not frustrated and getting online looking for ways to complain.

2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
28,September 26,jmonroe1,"










So far no one has commented on the data showing the Accord 2016, 17, 18 models are having higher repair problems. And the article will even let you read the types of problems real owners, not actors, are experiencing.

If this were about Malibus or other GM products, there would be comments.
You need to eat more pickles. Pickles have been claimed to grow thicker skin. That's why models don't eat them.

Just a suggestion.

jmonroe"
29,September 26,driver100,"Yeh, but the Malibu was at 134% repairs from 2008 to 2012 while Honda was at about zero.
So, you are saying since Malibu is always fairly high we got used to that, Honda has one bad year (probably a glitch they will make right) they are supposed to get tarred and feathered.
Malibu we expect higher rate of repairs, so no one notices.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
30,September 26,roadburner,"










So far no one has commented on the data showing the Accord 2016, 17, 18 models are having higher repair problems. And the article will even let you read the types of problems real owners, not actors, are experiencing.

If this were about Malibus or other GM products, there would be comments.
Large FWD cars are non-starters for me, so the reliability of either car is not a concern.
Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
31,September 26,stickguy,"2018 was a brand new design, so could be a specific start up glitch. But nothing really changed for 16 or 17. So that seems odd.
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
32,September 26,stickguy,"I must be bored. I read the accord data. First off, shows how reliable all cars are now. Even the red year, was only 1/2 of all cars reporting an issue.

And for 17, there were relatively few incidents. And a decent chunk were people complaining about flat tires!

So basically, not reading too much into that particular data. I still think CR is probably the most useful.
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
33,September 26,graphicguy,"Frankly, I've had a lot of car brands in my stable......Honda/Acura, BMW, Ford, GM (only ones I haven't owned are Oldsmobiles and GMCs), Chrysler (Dodge), Toyota, Datsun (never had any Nissans), Infiniti, Audi, VW (I'm counting my son's GTI), and probably a few clunkers I had when I was younger that I left on the side of the road with no plates.

Not pointing fingers at any owners here, as we like what we like. But for me, the Hondas/Acuras I've had in my stable have been by far the more reliable, least troublesome, easy to maintain vehicles I've ever owned. My son probably feels the same about his GTI. In his nearly 3 years of ownership, he's really had no issues. Have had a few Toyotas. Probably put them in this category, too.

In 2nd place is BMW. I chalk some of that up to their comprehensive (at the time) bumper-to-bumper, free maintenance warranties. And, the fact that even out of warranty, they weren't troublesome (although they were expensive to maintain out of warranty).

All the rest are below those above. Would I buy another GM? Maybe....it just wouldn't be a Cadillac. Right now, the only thing the General makes that has me mildly interested would be the Chevy Bolt/Volt. Nothing else in the lineup really floats my boat. Maybe a Corvette, but I'd probably look at a '60s version of one of those over a new one, and it would have to be a 'vert.

Wouldn't mind another BMW. They've really accelerated their pricing since I last had one (2011), though.

Used to be mildly interested in Mercedes, but they have the same pricing disease as BMW. I just read they have moved their entry level car (CLA) up a notch and it will now start to hit $50K. I didn't like it the last I drove one last year. I'll like it a whole lot less at $50K. And, the one I would be interested in, the C Class, will exceed $60K the way I like them. Just a few years ago, you could get a nice E Class for that kind of money. Now? Not interested!

May look at a Jag in the next few years if/when I decide to trade. But, as of right now, well into my 2nd year of ownership, I really still like my TLX. It just does everything well and has caused me zero problems. I've only changed the oil once and rotated the tires. Will probably have to do both again in the next month or two. That's it. And, even though the first service was free, I expect the 2nd one to cost well under $75 (with a coupon). Can't beat that.
2018 Acura TLX SH AWD ASpec"
34,September 26,fintail,"I was going to say, do we know the veracity of any claimed ""repair"" trips? Are these cars with failing headgaskets and valvetrains, or cars taken in because the doddering owner can't figure out the radio controls?
stickguy said:
I must be bored. I read the accord data. First off, shows how reliable all cars are now. Even the red year, was only 1/2 of all cars reporting an issue.

And for 17, there were relatively few incidents. And a decent chunk were people complaining about flat tires!

So basically, not reading too much into that particular data. I still think CR is probably the most useful."
35,September 26,stickguy,"In the last 20 years or so, of new cars, by far the most troublesome for me were a Plymouth minivan (by far), and of all things, a scion. That was in the shop way too often. Most bulletproof was probably a Nissan and the Acura. Honda’s were good, but far from perfect. So, it’s a crap shoot!
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
36,September 26,fintail,"The best part about BMW/MB price inflation is that is happening even with a strong dollar. Making up for that time in the 2010 or so era when prices hadn't moved much from early 1990s levels, I guess.

As of today, CLA still bases at 33K, C at 40, E at 52. Upcoming A sedan will maybe change things a little. But for all of these (and their BMW counterparts), add 10K or so in options to have it the way most would want it. That's the German fun, everything is optional, and it has always been that way. You can already option up a CLA well into the 40s and a C past 60K, and those aren't AMG models. 50 years ago people joked that MB would charge you extra for the engine oil on a new car. Options carry high profit margins.
graphicguy said:

Used to be mildly interested in Mercedes, but they have the same pricing disease as BMW. I just read they have moved their entry level car (CLA) up a notch and it will now start to hit $50K. I didn't like it the last I drove one last year. I'll like it a whole lot less at $50K. And, the one I would be interested in, the C Class, will exceed $60K the way I like them. Just a few years ago, you could get a nice E Class for that kind of money. Now? Not interested!"
37,September 26,henryn,"fintail said:
50 years ago people joked that MB would charge you extra for the engine oil on a new car. Options carry high profit margins.
50 years ago ... that would be 1968. I didn't know anyone who owned a Mercedes, or even anyone who knew anyone who knew anyone that had an interest in a Mercedes. So no jokes about them. But I can remember, somewhere along in there, people making jokes about, ""Next thing you know they will be charging extra for the tires!""

Which ceased to be funny when they started actually doing so, or at least charging extra for the spare tire.

2018 Ford F150 XLT Crew Cab, 2016 Chrysler Town & Country Touring"
38,September 26,driver100,"I hear lots of Honda and Toyota owners say they won't buy a D3 car ever again, but, I never hear a Honda or a Toyota owner saying they are going to go back to a D3.
My father was one of them, only bought Fords for over 30 years....then one Olds Omega (he felt the brakes were not safe).....then 2 Camry's, and that is all he would want after the first one.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
39,September 26,snakeweasel,"
The Chicago area dealers association has a website where their member dealerships can list their inventory and customers can do searches. I just did a search for the CLA and the lowest priced one was for $35,670 the highest was $59,530.
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
40,September 26,Mr_Shiftright,"imidazol97 said:
If the Malibu shows shop visits, it's bad; if it's an Accord with a failed alternator or higher rates of problems, it's a glitch or a new model which will be improved and fixed.

LOL

Actually the method of data collection truedelta used suffered the same problem as consumer misreports suffered. Bias in the sample.

The Malibu's not having data after 2012 means there were not enough vehicles for each model year reporting to be meaningful. Probably because the cars had so few problems and the owners were not frustrated and getting online looking for ways to complain.

Not sure what you mean by ""bias in the sample"". If that means that Malibu owners hate their cars more than Accord owners, and are more likely to complain, well that's an interesting bit of data all in itself--even if it does skew the sample.
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
41,September 26,driver100,"
show previous quotes



The Chicago area dealers association has a website where their member dealerships can list their inventory and customers can do searches. I just did a search for the CLA and the lowest priced one was for $35,670 the highest was $59,530.

I had a CLA rental a while back....hated it....would never buy one, I'd buy a Camry first.
But, the newest model is supposed to be vastly improved.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
42,September 26,bwia,"This past week I made two mobile to mobile payments and I am wondering how do these mobile apps and associated banks make money because both the downloads and transactions are free.

My experiences were quite simple actually. The first payment to my granddaughter was made using Zelle, which I downloaded from the App store. It required the usual personal and bank information. One small glitch though my phone number and email did not match my bank's records. However, after I synchronized my bank to my smartphone the rest was easy peasy.

The other payment was through Square Cash (Cash App). This was unbelievably easy. I downloaded the app and it simply asked for my phone, debit card information and the person I wanted to pay from my phone contacts. That's it. Click my son's name and moments later I got a text from him saying he had received the payment. I immediately checked my bank account and the money was long gone. For more info on mobile payments see: https://www.pcmag.com/roundup/358553/the-best-mobile-payment-apps"
43,September 26,snakeweasel,"
Any stats derived from self reporting data will have a sizable bias error due to many factors. My experience is that owners of certain makes are more forgiving of faults then those of other makes. It may be more of a herd mentality in effect. It may be that the Malibu owner is not indulged with how incredibly reliable there car is while the Accord owner is. The Accord owner in that situation may go with the perception while the Malibu owner may not.

A case in point someone I know who is a Toyota fanboy told me I should get a more reliable car like his when I got rid of my Elantra. However in almost 200k miles outside of normal maintenance that car cost me nothing in repairs and was on the shop only once. That was in contrast to his being in the shop multiple times costing him a couple of grand which was not routine maintenance in 100k miles. Yet in his minds eye his car was trouble free and I had issues with mine.
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
44,September 26,tjc78,"

My experiences were quite simple actually. The first payment to my granddaughter was made using Zelle, which I downloaded from the App store. It required the usual personal and bank information. One small glitch though my phone number and email did not match my bank's records. However, after I synchronized my bank to my smartphone the rest was easy peasy.

The other payment was through Square Cash (Cash App). This was unbelievably easy. I downloaded the app and it simply asked for my phone, debit card information and the person I wanted to pay from my phone contacts. That's it. Click my son's name and moments later I got a text from him saying he had received the payment. I immediately checked my bank account and the money was long gone. For more info on mobile payments see: https://www.pcmag.com/roundup/358553/the-best-mobile-payment-apps
Why not just use PayPal? Long established and very secure
2017 Buick Enclave / 2017 Hyundai Elantra"
45,September 26,fintail,"I hope that 59K one is a CLA45 AMG, or someone has added a ton of mop 'n glo to one.

Finding a truly base MB on a lot is virtually impossible, all cars in inventories seem to have a few certain options. One could special order it, however.


The Chicago area dealers association has a website where their member dealerships can list their inventory and customers can do searches. I just did a search for the CLA and the lowest priced one was for $35,670 the highest was $59,530."
46,September 26,stickguy,"you see some on Carvana or Carmax. My guess is they are the rental spec specials that got offloaded.
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
47,September 26,fintail,"People in Europe made those jokes, of course. MB is definitely a different brand now compared to then, but some old habits remain.

Back in the day, wide whites were an extra cost option, right? So you could pay extra for tires, in a way, kind of like how wheel packages can cost a couple grand (or more) now.
henryn said:

50 years ago ... that would be 1968. I didn't know anyone who owned a Mercedes, or even anyone who knew anyone who knew anyone that had an interest in a Mercedes. So no jokes about them. But I can remember, somewhere along in there, people making jokes about, ""Next thing you know they will be charging extra for the tires!""

Which ceased to be funny when they started actually doing so, or at least charging extra for the spare tire."
48,September 26,imidazol97,"
Any stats derived from self reporting data will have a sizable bias error due to many factors. My experience is that owners of certain makes are more forgiving of faults then those of other makes. It may be more of a herd mentality in effect. It may be that the Malibu owner is not indulged with how incredibly reliable there car is while the Accord owner is. The Accord owner in that situation may go with the perception while the Malibu owner may not.
The sample for truedelta is strictly from folks who found out about the site when it was starting up. So these were folks who to my knowledge were likely already internet users. I suspect many Malibu owners of Gen 8 and 9 are older than average buyers. Many have had no or trivial problems, my assumption, and aren't interested in posting on the web on forums to pat themselves on the back for having been smart enough to have purchased a Malibu.

The reason there is a paucity of years reported on the Malibu is that truedelta must not have received enough information on owners who had registered their vehicles to have a reliable bit of info. They did not have leSabre 2003 in their data either, even though I had registered mine and had submitted reports by filling out the simple form they emailed every quarter IIRC.

Many Accord/Civic owners have a personal connection with their vehicle and in their self image to their car being a reliable vehicle. They are average age younger and may have been involved with reading Road and Track, or other mags that are performance oriented, or came across the truedelta soliciting for users to sign up and report. So there's a skew in demographics as well as in motivation.

The sample for truedelta is a convenience sample rather than a random sample such as JD Powers gets by mailing to each randomly selected owner of a registered or titled vehicle. A convenience sample is taking whatever you can find the way of polling. Such as doing a poll at the entrances to the local Kroger store at 10-2 on a weekday, when more women are shopping and their children are in school. Responses on whether the community should build a YMCA in the middle might be skewed.

I recall once visiting a Lowes on a Sunday and doing a personal survey with a live person who seemed to pick me as the xth person passing their table and they were asking about my watching golf or not. I suspect Lowes wanted to know if shoppers at their stores were golf fans--should they place advertising dollars on golf on TV or in golf magazines, e.g.?



2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
49,September 26,dino001,"driver100 said:
Unfortunately, journalism students aren't usually good at math.
I remember long time ago I met an editor-in-chief of a Polish national newspaper and he said multiple times how frustrated he was with journalism graduates. As he put it ""they know nothing, so how can they write about anything?"" He said that his best reporters and journalist were people with education from something tangible. He said his best journalists and reporters were ""somebody"" first - historian, sociologist, scientist, engineer, doctor, whatever.
2018 430i Gran Coupe"
50,September 26,imidazol97,"I don't think pickle juice helps the skin.
It soothes muscle cramps. ...
It helps you stay hydrated. ...
It's a fat-free recovery aid. ...
It won't bust your budget. ...
It contains antioxidants. ...
It may support your weight loss efforts. ...
It helps control blood sugar levels. ...
It boosts gut health.

https://www.healthline.com/health/food-nutrition/drinking-pickle-juice

But it does help bring out the lack of consistency in people's methods for evaluating vehicles.

E.g., my Malibu had one visit for a recall and that was for a software change. My Bu has 18-inch wheels, while there are 16, 17, and 19 also IIRC. The software was not programmed correctly to handle the parking/emergency brake being applied. That somehow caused a service vehicle light. Everything worked. Just set a light.

All other visits were maintenance except for a question about the double click trunk release that Chevrolet would install, so two spaced pushes on the remote were needed to unlock the trunk.
2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
51,September 26,fintail,"I've noticed that. A co-worker recently bought a car from a service called ""Vroom"", and I took a look at their inventory. Most of the MBs appeared to be fleet spec, especially the 1-2 year old ones - no doubt some rental returns there.

Even then, those cars will likely have a basic ""premium"" package. But in theory (or in Europe) the cars can exist without even that.
stickguy said:
you see some on Carvana or Carmax. My guess is they are the rental spec specials that got offloaded."
52,September 26,Mr_Shiftright,"
show previous quotes











Any stats derived from self reporting data will have a sizable bias error due to many factors. My experience is that owners of certain makes are more forgiving of faults then those of other makes. It may be more of a herd mentality in effect. It may be that the Malibu owner is not indulged with how incredibly reliable there car is while the Accord owner is. The Accord owner in that situation may go with the perception while the Malibu owner may not.

A case in point someone I know who is a Toyota fanboy told me I should get a more reliable car like his when I got rid of my Elantra. However in almost 200k miles outside of normal maintenance that car cost me nothing in repairs and was on the shop only once. That was in contrast to his being in the shop multiple times costing him a couple of grand which was not routine maintenance in 100k miles. Yet in his minds eye his car was trouble free and I had issues with mine.

-------------------------------------------------------------------------------------------------------------------------------------------

That is absolutely true. If say you look at CU about Tesla, you will find a wide discrepancy between reliability and ""customer satisfaction"". Apparently, Tesla owners are satisfied with unreliability. Go figure.
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
53,September 26,Mr_Shiftright,"
The sample for truedelta is strictly from folks who found out about the site when it was starting up. So these were folks who to my knowledge were likely already internet users. I suspect many Malibu owners of Gen 8 and 9 are older than average buyers. Many have had no or trivial problems, my assumption, and aren't interested in posting on the web on forums to pat themselves on the back for having been smart enough to have purchased a Malibu.

The reason there is a paucity of years reported on the Malibu is that truedelta must not have received enough information on owners who had registered their vehicles to have a reliable bit of info. They did not have leSabre 2003 in their data either, even though I had registered mine and had submitted reports by filling out the simple form they emailed every quarter IIRC.

Many Accord/Civic owners have a personal connection with their vehicle and in their self image to their car being a reliable vehicle. They are average age younger and may have been involved with reading Road and Track, or other mags that are performance oriented, or came across the truedelta soliciting for users to sign up and report. So there's a skew in demographics as well as in motivation.

The sample for truedelta is a convenience sample rather than a random sample such as JD Powers gets by mailing to each randomly selected owner of a registered or titled vehicle. A convenience sample is taking whatever you can find the way of polling. Such as doing a poll at the entrances to the local Kroger store at 10-2 on a weekday, when more women are shopping and their children are in school. Responses on whether the community should build a YMCA in the middle might be skewed.

I recall once visiting a Lowes on a Sunday and doing a personal survey with a live person who seemed to pick me as the xth person passing their table and they were asking about my watching golf or not. I suspect Lowes wanted to know if shoppers at their stores were golf fans--should they place advertising dollars on golf on TV or in golf magazines, e.g.?



Be that as it may, it seems that even with a flawed sample, the results are massively critical. True Delta would have had to require that every Tesla owner who registers has to swear he hates the car before posting.

Where there's smoke, there's fire, so to speak. Something's up.
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
54,September 26,stickguy,"function is not reliability. So satisfaction could be caveated as, when not at dealer.

Just ask the Alfa boys about that.
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
55,September 26,ab348,"I think the problem with True Delta that led to the plug being pulled was that the sample sizes for a given year/model were just too small or non-existent. Even for cars that do have reliability reports listed, the sample sizes are very small.
2017 Cadillac ATS Performance Premium 3.6, 1968 Oldsmobile Cutlass S Holiday Coupe"
56,September 26,snakeweasel,"
Does the app have ads?
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
57,September 25,imidazol97,"Mike's car probably opens the air vents for the wheel wells automatically If the temperature in the tires gets too high!
2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
58,September 25,tjc78,"
My tire gauge broke years ago and I haven’t replaced it.  The car is accurate. 

I also like the newer air pumps that allow you to select a pressure and then beep when you reach it.  
2017 Buick Enclave / 2017 Hyundai Elantra"
59,September 25,stickguy,"Nissan TPM system beeps when you hit the right amount. that is a neat idea.

I use my gauge only when I am filling the tires up, since I have a small air compressor but the dial on it is useless, so I need to check by hand to get it fine tuned.
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
60,September 26,abacomike,"
No, little German Gnomes climb into the wheel wells and blow on the tires.  When the temps of the tires are normal, they go back into their little compartments waiting until they are again needed.  

Das Auto! 
2018 Mercedes S450"
61,September 26,snakeweasel,"
If you want to pretend there is this state park in Illinois where they built the road across the creek right through the creek so you would ford the creek driving through the park.


2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
62,September 26,snakeweasel,"
It cools the brakes faster when there is a blowout.
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
63,September 26,imidazol97,"abacomike said:
show previous quotes




No, little German Gnomes climb into the wheel wells and blow on the tires.  When the temps of the tires are normal, they go back into their little compartments waiting until they are again needed.  

Das Auto! 

Ausgezeichnet.

Do you get to deduct those little cherubs on your taxes as dependents? LOL
2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
64,September 26,snakeweasel,"
Nope they are independent contractors.
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2015 Honda CTX700D"
65,September 26,imidazol97,"
show previous quotes








Ausgezeichnet.

Do you get to deduct those little cherubs on your taxes as dependents? LOL

Nope they are independent contractors.

That's my belly laugh for the day! Thankx!
2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
66,September 26,abacomike,"
I don’t think the IRS would look kindly on that.  Besides, I don’t have more than $12,000 in itemized deductions so I have to take the standard deduction.  Svinehunts! 
2018 Mercedes S450"
67,September 26,imidazol97,"Got an email from Truedelta.com about their reporting site changing character. Had a link to go to the site and check reliability reports from real owners (not actors).

https://www.truedelta.com/Honda-Accord/repair-frequencies-108


2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
68,September 26,imidazol97,"Truedelta.com sent me an email with a link to view some of the data.
Notice a difference in the 2016, 2017, 2018 reliability reports?

https://www.truedelta.com/car-reliability
Choose reliability by model year,
then Honda
then Accord
You can do 5 searches as a non-member.


2015 Cruze 2LT, 2014 Malibu 2LT, 2008 Cobalt 2LT"
69,September 26,abacomike,"This new series on CBS - FBI - is awesome.  Finally some great action series are being broadcast.  I highly recommend FBI.
2018 Mercedes S450"
